timestamp,hour,day,day_of_week,day_of_year,month,year,is_weekend,temperature,date,is_holiday,load,temp_lag_24,load_lag_24,load_lag_168
2020-01-08 16:00:00,16,8,2,8,1,2020,0,0.8453725590040724,2020-01-08,0,2957.2075760493317,4.113104552377343,2326.1759291760513,2213.4097409830865
2020-01-08 17:00:00,17,8,2,8,1,2020,0,2.610917520626278,2020-01-08,0,2663.3195028822875,3.0113938783414493,2552.3262656385364,2545.224989812157
2020-01-08 18:00:00,18,8,2,8,1,2020,0,-0.7379325370959486,2020-01-08,0,3327.5092069942334,0.825456416434869,2980.1173298746003,3349.780294416101
2020-01-08 19:00:00,19,8,2,8,1,2020,0,-4.009827590274461,2020-01-08,0,4089.787010037212,-0.09138265065569473,3261.815984457954,3588.6629935694073
2020-01-08 20:00:00,20,8,2,8,1,2020,0,-2.4106185565450424,2020-01-08,0,3638.7851582558183,-0.6714567846018225,3426.6746556611524,3334.00401403269
2020-01-08 21:00:00,21,8,2,8,1,2020,0,-3.273492821194393,2020-01-08,0,3938.644974897782,-8.440240934020572,5143.059474679184,3606.3291539625034
2020-01-08 22:00:00,22,8,2,8,1,2020,0,-2.533236075058003,2020-01-08,0,3679.829486257234,-3.0862729898980135,3743.2351167425754,3255.6527268998516
2020-01-08 23:00:00,23,8,2,8,1,2020,0,-7.453695108480396,2020-01-08,0,4924.131550517564,-4.268210084754379,3932.2316496770495,4071.3941578372614
2020-01-09 00:00:00,0,9,3,9,1,2020,0,-4.483357528363051,2020-01-09,0,3911.5163031518264,-6.385587289222217,4400.366277557145,4702.007809215799
2020-01-09 01:00:00,1,9,3,9,1,2020,0,0.6540554448958567,2020-01-09,0,2754.1713392888973,-3.8799225434458022,3738.715256622304,3876.5189488854026
2020-01-09 02:00:00,2,9,3,9,1,2020,0,-5.054050112461992,2020-01-09,0,3920.356622961539,-4.486623061170682,3821.4445303488706,3601.8624848935046
2020-01-09 03:00:00,3,9,3,9,1,2020,0,-2.644653932283664,2020-01-09,0,3357.8281855638293,-5.198153943295112,3891.131912562059,2795.8396897570183
2020-01-09 04:00:00,4,9,3,9,1,2020,0,-7.421991209439819,2020-01-09,0,4627.226645123073,-1.7497784921284834,3178.73500742186,2972.5887708882337
2020-01-09 05:00:00,5,9,3,9,1,2020,0,0.4352045958930473,2020-01-09,0,2889.374594453261,-0.9334202689766037,2993.83668300354,3109.6933203064436
2020-01-09 06:00:00,6,9,3,9,1,2020,0,3.620566172881704,2020-01-09,0,2341.3483123353117,1.8534455514360773,2530.9952084684646,2526.13864536279
2020-01-09 07:00:00,7,9,3,9,1,2020,0,-1.6411621310482225,2020-01-09,0,3372.2718514976223,1.4893120517238747,2817.041913185297,2511.9293692370793
2020-01-09 08:00:00,8,9,3,9,1,2020,0,-0.14857030349420164,2020-01-09,0,3086.1233896921844,2.8540110374647507,2582.842008191977,2698.7783441637807
2020-01-09 09:00:00,9,9,3,9,1,2020,0,1.3161054223144877,2020-01-09,0,2854.5141804139257,3.8198227872326007,2398.096694485836,2291.8778057843365
2020-01-09 10:00:00,10,9,3,9,1,2020,0,-1.3232106424478536,2020-01-09,0,3435.900450064664,3.430313602133028,2570.7927578175836,2333.356153486479
2020-01-09 11:00:00,11,9,3,9,1,2020,0,4.7830114945288145,2020-01-09,0,2222.209348429877,4.821193432355237,2263.210318829644,2211.4759962904977
2020-01-09 12:00:00,12,9,3,9,1,2020,0,2.7018881386102125,2020-01-09,0,2492.8248990664406,8.042591930014428,1699.4391960709256,1880.7007983263413
2020-01-09 13:00:00,13,9,3,9,1,2020,0,5.519145502549843,2020-01-09,0,2144.722471182899,5.672891409039251,2030.9419606837398,2635.2782536557147
2020-01-09 14:00:00,14,9,3,9,1,2020,0,1.8564136962075515,2020-01-09,0,2610.356593048289,2.590042682355898,2542.8866136704846,2351.3258979530096
2020-01-09 15:00:00,15,9,3,9,1,2020,0,5.553402705600859,2020-01-09,0,2160.3101819921703,5.777403350708569,2093.7565606684266,2101.6748253989513
2020-01-09 16:00:00,16,9,3,9,1,2020,0,2.6073503377374383,2020-01-09,0,2576.9857625406926,0.8453725590040724,2957.2075760493317,2221.3168684744455
2020-01-09 17:00:00,17,9,3,9,1,2020,0,-2.5717718084222065,2020-01-09,0,3689.2764030068342,2.610917520626278,2663.3195028822875,2139.9873065781658
2020-01-09 18:00:00,18,9,3,9,1,2020,0,-0.08538656019063073,2020-01-09,0,3223.044064392765,-0.7379325370959486,3327.5092069942334,2970.6443917146707
2020-01-09 19:00:00,19,9,3,9,1,2020,0,-2.213168998981301,2020-01-09,0,3680.8747625896717,-4.009827590274461,4089.787010037212,4274.585254798355
2020-01-09 20:00:00,20,9,3,9,1,2020,0,-3.9131063165377347,2020-01-09,0,3972.901857084036,-2.4106185565450424,3638.7851582558183,3139.050881629869
2020-01-09 21:00:00,21,9,3,9,1,2020,0,0.5133171872892848,2020-01-09,0,2991.2762476689113,-3.273492821194393,3938.644974897782,3430.756059017023
2020-01-09 22:00:00,22,9,3,9,1,2020,0,-4.762570818797751,2020-01-09,0,4142.210156938807,-2.533236075058003,3679.829486257234,3394.17351685268
2020-01-09 23:00:00,23,9,3,9,1,2020,0,-8.07936592921537,2020-01-09,0,4961.949490055361,-7.453695108480396,4924.131550517564,4504.672952401723
2020-01-10 00:00:00,0,10,4,10,1,2020,0,-4.350437453238033,2020-01-10,0,3939.677290571586,-4.483357528363051,3911.5163031518264,3750.9427054293164
2020-01-10 01:00:00,1,10,4,10,1,2020,0,-4.281069563105261,2020-01-10,0,3845.5062708752016,0.6540554448958567,2754.1713392888973,3316.2745656357715
2020-01-10 02:00:00,2,10,4,10,1,2020,0,-3.478484772533066,2020-01-10,0,3493.9086707206097,-5.054050112461992,3920.356622961539,3511.787184262957
2020-01-10 03:00:00,3,10,4,10,1,2020,0,0.008691538981434377,2020-01-10,0,2821.938923031855,-2.644653932283664,3357.8281855638293,3655.6506632444534
2020-01-10 04:00:00,4,10,4,10,1,2020,0,-4.155784507800869,2020-01-10,0,3653.0286779878134,-7.421991209439819,4627.226645123073,3347.6432511343405
2020-01-10 05:00:00,5,10,4,10,1,2020,0,-0.606714154563724,2020-01-10,0,3017.6640704454044,0.4352045958930473,2889.374594453261,2928.375358834657
2020-01-10 06:00:00,6,10,4,10,1,2020,0,1.3127121312981438,2020-01-10,0,2663.851370512438,3.620566172881704,2341.3483123353117,2675.932423153185
2020-01-10 07:00:00,7,10,4,10,1,2020,0,-0.9216862804144079,2020-01-10,0,3171.415720286465,-1.6411621310482225,3372.2718514976223,2831.0431726649517
2020-01-10 08:00:00,8,10,4,10,1,2020,0,0.9542682403531786,2020-01-10,0,2954.3297533621053,-0.14857030349420164,3086.1233896921844,2238.9161629945843
2020-01-10 09:00:00,9,10,4,10,1,2020,0,-0.5638558670099267,2020-01-10,0,3333.6042645379575,1.3161054223144877,2854.5141804139257,2480.536029515997
2020-01-10 10:00:00,10,10,4,10,1,2020,0,7.715744686159104,2020-01-10,0,1904.2962779446823,-1.3232106424478536,3435.900450064664,2564.936230977708
2020-01-10 11:00:00,11,10,4,10,1,2020,0,4.206540339921158,2020-01-10,0,2284.8997013009403,4.7830114945288145,2222.209348429877,2476.330192804311
2020-01-10 12:00:00,12,10,4,10,1,2020,0,8.16048866133196,2020-01-10,0,1732.8317238247162,2.7018881386102125,2492.8248990664406,1936.8252778559158
2020-01-10 13:00:00,13,10,4,10,1,2020,0,7.496500879442688,2020-01-10,0,1849.042510544358,5.519145502549843,2144.722471182899,1863.376494522671
2020-01-10 14:00:00,14,10,4,10,1,2020,0,2.4617216747103305,2020-01-10,0,2565.8374345596117,1.8564136962075515,2610.356593048289,1841.0893889467795
2020-01-10 15:00:00,15,10,4,10,1,2020,0,2.097574647416108,2020-01-10,0,2612.9559117194076,5.553402705600859,2160.3101819921703,2273.963479636426
2020-01-10 16:00:00,16,10,4,10,1,2020,0,0.9638568456701275,2020-01-10,0,2879.7198669926865,2.6073503377374383,2576.9857625406926,2265.3466047871293
2020-01-10 17:00:00,17,10,4,10,1,2020,0,-0.09010975530592491,2020-01-10,0,3168.457748752691,-2.5717718084222065,3689.2764030068342,3314.690504654327
2020-01-10 18:00:00,18,10,4,10,1,2020,0,5.203878068719036,2020-01-10,0,2258.061073985801,-0.08538656019063073,3223.044064392765,3505.365047118018
2020-01-10 19:00:00,19,10,4,10,1,2020,0,-3.410742724363651,2020-01-10,0,3950.113241470215,-2.213168998981301,3680.8747625896717,3250.0429574967684
2020-01-10 20:00:00,20,10,4,10,1,2020,0,-1.4880766162982075,2020-01-10,0,3492.242232405935,-3.9131063165377347,3972.901857084036,3415.4676251329684
2020-01-10 21:00:00,21,10,4,10,1,2020,0,-3.508049813025541,2020-01-10,0,3870.9580147736424,0.5133171872892848,2991.2762476689113,3266.5902913170758
2020-01-10 22:00:00,22,10,4,10,1,2020,0,-4.916025274489307,2020-01-10,0,4227.864153355736,-4.762570818797751,4142.210156938807,3003.90202335997
2020-01-10 23:00:00,23,10,4,10,1,2020,0,0.019783474961810654,2020-01-10,0,3058.265215951712,-8.07936592921537,4961.949490055361,5438.860587204269
2020-01-11 00:00:00,0,11,5,11,1,2020,1,-4.075120985286605,2020-01-11,0,3660.112603446535,-4.350437453238033,3939.677290571586,3287.772300325537
2020-01-11 01:00:00,1,11,5,11,1,2020,1,-5.865721781563849,2020-01-11,0,3970.9210617655094,-4.281069563105261,3845.5062708752016,4366.178504011614
2020-01-11 02:00:00,2,11,5,11,1,2020,1,-4.286940496935535,2020-01-11,0,3618.821120031083,-3.478484772533066,3493.9086707206097,4187.310688398616
2020-01-11 03:00:00,3,11,5,11,1,2020,1,-0.9531054096079732,2020-01-11,0,2815.443920357944,0.008691538981434377,2821.938923031855,3421.08709989634
2020-01-11 04:00:00,4,11,5,11,1,2020,1,-0.04020850595032677,2020-01-11,0,2724.130125908745,-4.155784507800869,3653.0286779878134,2959.0629198906677
2020-01-11 05:00:00,5,11,5,11,1,2020,1,1.3695638675950736,2020-01-11,0,2520.685234042773,-0.606714154563724,3017.6640704454044,3137.997592819054
2020-01-11 06:00:00,6,11,5,11,1,2020,1,-1.1188678495557218,2020-01-11,0,3075.7697836638586,1.3127121312981438,2663.851370512438,3196.4612351529504
2020-01-11 07:00:00,7,11,5,11,1,2020,1,2.787517951967262,2020-01-11,0,2340.1129967464412,-0.9216862804144079,3171.415720286465,2372.5298978749347
2020-01-11 08:00:00,8,11,5,11,1,2020,1,6.3868323484638765,2020-01-11,0,1824.4665530212453,0.9542682403531786,2954.3297533621053,2499.3966376085136
2020-01-11 09:00:00,9,11,5,11,1,2020,1,0.07670862310333648,2020-01-11,0,3015.0243473074875,-0.5638558670099267,3333.6042645379575,2327.1850120481217
2020-01-11 10:00:00,10,11,5,11,1,2020,1,5.553153672108375,2020-01-11,0,1983.764905440338,7.715744686159104,1904.2962779446823,2407.116734452876
2020-01-11 11:00:00,11,11,5,11,1,2020,1,5.66112450206081,2020-01-11,0,1894.2230469526946,4.206540339921158,2284.8997013009403,1830.791435863938
2020-01-11 12:00:00,12,11,5,11,1,2020,1,3.688859794021444,2020-01-11,0,2254.833915138983,8.16048866133196,1732.8317238247162,2346.6679881615696
2020-01-11 13:00:00,13,11,5,11,1,2020,1,7.851137973132042,2020-01-11,0,1596.5634665490243,7.496500879442688,1849.042510544358,2569.764838197989
2020-01-11 14:00:00,14,11,5,11,1,2020,1,1.5189867050648798,2020-01-11,0,2590.614967817083,2.4617216747103305,2565.8374345596117,1645.261635952035
2020-01-11 15:00:00,15,11,5,11,1,2020,1,2.794225923163023,2020-01-11,0,2321.5113440490622,2.097574647416108,2612.9559117194076,2870.3136287330635
2020-01-11 16:00:00,16,11,5,11,1,2020,1,0.32552603618740017,2020-01-11,0,2807.7750690934554,0.9638568456701275,2879.7198669926865,2521.968428574379
2020-01-11 17:00:00,17,11,5,11,1,2020,1,1.120666338190429,2020-01-11,0,2749.5097879126165,-0.09010975530592491,3168.457748752691,2899.047433361304
2020-01-11 18:00:00,18,11,5,11,1,2020,1,0.9399204702818678,2020-01-11,0,2816.965870443635,5.203878068719036,2258.061073985801,3361.045728257731
2020-01-11 19:00:00,19,11,5,11,1,2020,1,-1.2953349852460725,2020-01-11,0,3405.6677338216996,-3.410742724363651,3950.113241470215,3267.7210456152743
2020-01-11 20:00:00,20,11,5,11,1,2020,1,0.03195371228431698,2020-01-11,0,3036.465712300602,-1.4880766162982075,3492.242232405935,3330.626050019776
2020-01-11 21:00:00,21,11,5,11,1,2020,1,-0.9898195606619322,2020-01-11,0,3213.144738343915,-3.508049813025541,3870.9580147736424,4128.830882442084
2020-01-11 22:00:00,22,11,5,11,1,2020,1,-1.640522698814491,2020-01-11,0,3276.9759938337647,-4.916025274489307,4227.864153355736,3270.264092142619
2020-01-11 23:00:00,23,11,5,11,1,2020,1,-3.875415876201482,2020-01-11,0,3784.258756621574,0.019783474961810654,3058.265215951712,3926.0204587371454
2020-01-12 00:00:00,0,12,6,12,1,2020,1,-2.299413645555077,2020-01-12,0,3180.8437509092364,-4.075120985286605,3660.112603446535,3553.380692295702
2020-01-12 01:00:00,1,12,6,12,1,2020,1,-5.295251586540973,2020-01-12,0,3834.1468386473716,-5.865721781563849,3970.9210617655094,3498.495310824384
2020-01-12 02:00:00,2,12,6,12,1,2020,1,-5.237976050858315,2020-01-12,0,3901.3026974104678,-4.286940496935535,3618.821120031083,3756.834974652144
2020-01-12 03:00:00,3,12,6,12,1,2020,1,-5.063770361306099,2020-01-12,0,3766.3860237027598,-0.9531054096079732,2815.443920357944,3495.7355939324
2020-01-12 04:00:00,4,12,6,12,1,2020,1,-2.797931171531087,2020-01-12,0,3235.075257126163,-0.04020850595032677,2724.130125908745,3757.5142171616817
2020-01-12 05:00:00,5,12,6,12,1,2020,1,-0.7817312941332557,2020-01-12,0,2760.292617896342,1.3695638675950736,2520.685234042773,2673.507026369433
2020-01-12 06:00:00,6,12,6,12,1,2020,1,2.619292060275385,2020-01-12,0,2371.002073164426,-1.1188678495557218,3075.7697836638586,2636.4446008006826
2020-01-12 07:00:00,7,12,6,12,1,2020,1,1.3119640148325509,2020-01-12,0,2554.4003599376883,2.787517951967262,2340.1129967464412,2760.3696152539005
2020-01-12 08:00:00,8,12,6,12,1,2020,1,0.38620783898760225,2020-01-12,0,2797.598384464986,6.3868323484638765,1824.4665530212453,2386.22259552239
2020-01-12 09:00:00,9,12,6,12,1,2020,1,4.979992623031368,2020-01-12,0,2165.806016672695,0.07670862310333648,3015.0243473074875,1763.8981180372589
2020-01-12 10:00:00,10,12,6,12,1,2020,1,5.765558792142175,2020-01-12,0,2088.80429727126,5.553153672108375,1983.764905440338,1978.0498457448302
2020-01-12 11:00:00,11,12,6,12,1,2020,1,3.9099018481159407,2020-01-12,0,2226.1424459638815,5.66112450206081,1894.2230469526946,2625.2933522389967
2020-01-12 12:00:00,12,12,6,12,1,2020,1,6.180434315121773,2020-01-12,0,1807.2160410965482,3.688859794021444,2254.833915138983,1906.5861412115164
2020-01-12 13:00:00,13,12,6,12,1,2020,1,6.273187197598858,2020-01-12,0,1753.3259311137315,7.851137973132042,1596.5634665490243,1615.5932464481014
2020-01-12 14:00:00,14,12,6,12,1,2020,1,4.797851240107108,2020-01-12,0,2079.5452404461753,1.5189867050648798,2590.614967817083,2333.292922537266
2020-01-12 15:00:00,15,12,6,12,1,2020,1,3.9549143127755713,2020-01-12,0,2189.064017834348,2.794225923163023,2321.5113440490622,2090.0594074808128
2020-01-12 16:00:00,16,12,6,12,1,2020,1,3.3854355625779537,2020-01-12,0,2321.1854535302687,0.32552603618740017,2807.7750690934554,2140.9657769571827
2020-01-12 17:00:00,17,12,6,12,1,2020,1,-3.7862950332584786,2020-01-12,0,3838.4388061059526,1.120666338190429,2749.5097879126165,2655.724378864437
2020-01-12 18:00:00,18,12,6,12,1,2020,1,-2.5737940685876195,2020-01-12,0,3529.1080390748584,0.9399204702818678,2816.965870443635,2505.669005141279
2020-01-12 19:00:00,19,12,6,12,1,2020,1,0.5127686183239322,2020-01-12,0,2937.5264986344655,-1.2953349852460725,3405.6677338216996,3711.276080439512
2020-01-12 20:00:00,20,12,6,12,1,2020,1,-1.2049040966726288,2020-01-12,0,3326.976425017068,0.03195371228431698,3036.465712300602,3406.395279797799
2020-01-12 21:00:00,21,12,6,12,1,2020,1,-3.640629727812997,2020-01-12,0,3774.912515654415,-0.9898195606619322,3213.144738343915,4078.5968826965
2020-01-12 22:00:00,22,12,6,12,1,2020,1,-4.598318709650929,2020-01-12,0,3918.8078012251235,-1.640522698814491,3276.9759938337647,3781.636954235063
2020-01-12 23:00:00,23,12,6,12,1,2020,1,-5.919884194277266,2020-01-12,0,4256.425706150379,-3.875415876201482,3784.258756621574,4368.275106589863
2020-01-13 00:00:00,0,13,0,13,1,2020,0,-3.0253696606417355,2020-01-13,0,3568.6720294766583,-2.299413645555077,3180.8437509092364,3931.441053114927
2020-01-13 01:00:00,1,13,0,13,1,2020,0,-2.5489209242636957,2020-01-13,0,3400.5771886812327,-5.295251586540973,3834.1468386473716,4424.536555582559
2020-01-13 02:00:00,2,13,0,13,1,2020,0,-3.323822826064611,2020-01-13,0,3505.9896926352785,-5.237976050858315,3901.3026974104678,3363.038073104107
2020-01-13 03:00:00,3,13,0,13,1,2020,0,-2.6711171758618417,2020-01-13,0,3306.8781789746813,-5.063770361306099,3766.3860237027598,3543.537678662293
2020-01-13 04:00:00,4,13,0,13,1,2020,0,-2.538646278196285,2020-01-13,0,3442.02883292212,-2.797931171531087,3235.075257126163,3257.475682854747
2020-01-13 05:00:00,5,13,0,13,1,2020,0,1.9009965262171484,2020-01-13,0,2519.383893172754,-0.7817312941332557,2760.292617896342,3174.5616394540766
2020-01-13 06:00:00,6,13,0,13,1,2020,0,2.239044490026984,2020-01-13,0,2499.970320896349,2.619292060275385,2371.002073164426,3030.4131925206507
2020-01-13 07:00:00,7,13,0,13,1,2020,0,-0.7950211612543758,2020-01-13,0,3276.038727068647,1.3119640148325509,2554.4003599376883,3827.0886439342307
2020-01-13 08:00:00,8,13,0,13,1,2020,0,4.486709114466861,2020-01-13,0,2399.192841283548,0.38620783898760225,2797.598384464986,2533.79601159718
2020-01-13 09:00:00,9,13,0,13,1,2020,0,5.840146474439321,2020-01-13,0,2080.641247114103,4.979992623031368,2165.806016672695,2746.7891787330136
2020-01-13 10:00:00,10,13,0,13,1,2020,0,3.7286553702597827,2020-01-13,0,2428.9222462113307,5.765558792142175,2088.80429727126,2030.9155536914748
2020-01-13 11:00:00,11,13,0,13,1,2020,0,2.958346108522923,2020-01-13,0,2497.2629078378595,3.9099018481159407,2226.1424459638815,2825.8852069085997
2020-01-13 12:00:00,12,13,0,13,1,2020,0,3.9618290686200286,2020-01-13,0,2296.179592136679,6.180434315121773,1807.2160410965482,2416.7935205552335
2020-01-13 13:00:00,13,13,0,13,1,2020,0,5.991549608680862,2020-01-13,0,1958.2189657353333,6.273187197598858,1753.3259311137315,1780.8349381363807
2020-01-13 14:00:00,14,13,0,13,1,2020,0,8.099591982317124,2020-01-13,0,1759.3664178025208,4.797851240107108,2079.5452404461753,2483.254460425335
2020-01-13 15:00:00,15,13,0,13,1,2020,0,1.4529460349182282,2020-01-13,0,2766.1857108764066,3.9549143127755713,2189.064017834348,2315.818915869281
2020-01-13 16:00:00,16,13,0,13,1,2020,0,5.797421367220489,2020-01-13,0,2137.043577597788,3.3854355625779537,2321.1854535302687,2719.0921424448507
2020-01-13 17:00:00,17,13,0,13,1,2020,0,0.2384504516545023,2020-01-13,0,3065.2288223904357,-3.7862950332584786,3838.4388061059526,2628.3625555525796
2020-01-13 18:00:00,18,13,0,13,1,2020,0,1.7762328423241485,2020-01-13,0,2843.1034095553528,-2.5737940685876195,3529.1080390748584,4059.0751837664743
2020-01-13 19:00:00,19,13,0,13,1,2020,0,-2.5358781185487542,2020-01-13,0,3786.969583478828,0.5127686183239322,2937.5264986344655,3191.276654057562
2020-01-13 20:00:00,20,13,0,13,1,2020,0,-1.1259040104384255,2020-01-13,0,3437.619443089649,-1.2049040966726288,3326.976425017068,3193.641180024418
2020-01-13 21:00:00,21,13,0,13,1,2020,0,-6.927897776018385,2020-01-13,0,4682.701587528332,-3.640629727812997,3774.912515654415,4629.94806333089
2020-01-13 22:00:00,22,13,0,13,1,2020,0,-1.6969406608303528,2020-01-13,0,3489.107906677829,-4.598318709650929,3918.8078012251235,4205.8623286029415
2020-01-13 23:00:00,23,13,0,13,1,2020,0,-2.646615037388413,2020-01-13,0,3600.0723264483504,-5.919884194277266,4256.425706150379,3807.0910923652623
2020-01-14 00:00:00,0,14,1,14,1,2020,0,-2.6589729462307314,2020-01-14,0,3514.912037149189,-3.0253696606417355,3568.6720294766583,3121.95258075742
2020-01-14 01:00:00,1,14,1,14,1,2020,0,-6.117673804436258,2020-01-14,0,4230.068942542213,-2.5489209242636957,3400.5771886812327,3190.2701233779794
2020-01-14 02:00:00,2,14,1,14,1,2020,0,-4.61302320598175,2020-01-14,0,3866.4035101616173,-3.323822826064611,3505.9896926352785,3571.9356965444895
2020-01-14 03:00:00,3,14,1,14,1,2020,0,-6.194257658136799,2020-01-14,0,4194.004863741411,-2.6711171758618417,3306.8781789746813,4038.9387551975765
2020-01-14 04:00:00,4,14,1,14,1,2020,0,-0.7864322756096189,2020-01-14,0,3013.4061740406464,-2.538646278196285,3442.02883292212,3761.0464780869565
2020-01-14 05:00:00,5,14,1,14,1,2020,0,-2.4529896809908887,2020-01-14,0,3378.8730234621644,1.9009965262171484,2519.383893172754,3364.4392774831576
2020-01-14 06:00:00,6,14,1,14,1,2020,0,0.7424449090807779,2020-01-14,0,2833.314898591088,2.239044490026984,2499.970320896349,2788.1395287616106
2020-01-14 07:00:00,7,14,1,14,1,2020,0,2.9574150186412083,2020-01-14,0,2437.2125380182,-0.7950211612543758,3276.038727068647,2531.7875669842224
2020-01-14 08:00:00,8,14,1,14,1,2020,0,4.892063970144934,2020-01-14,0,2310.2968019465907,4.486709114466861,2399.192841283548,2611.5391569724256
2020-01-14 09:00:00,9,14,1,14,1,2020,0,4.655757978181728,2020-01-14,0,2247.70664724121,5.840146474439321,2080.641247114103,2263.078749742728
2020-01-14 10:00:00,10,14,1,14,1,2020,0,5.426869717614238,2020-01-14,0,2141.242208462859,3.7286553702597827,2428.9222462113307,2595.097977365741
2020-01-14 11:00:00,11,14,1,14,1,2020,0,6.775607465724129,2020-01-14,0,1944.9878795625782,2.958346108522923,2497.2629078378595,2321.895346403328
2020-01-14 12:00:00,12,14,1,14,1,2020,0,6.277079397899637,2020-01-14,0,1992.7447628546086,3.9618290686200286,2296.179592136679,2387.605516457228
2020-01-14 13:00:00,13,14,1,14,1,2020,0,6.314850663437941,2020-01-14,0,1963.0344503556653,5.991549608680862,1958.2189657353333,1712.412465365799
2020-01-14 14:00:00,14,14,1,14,1,2020,0,5.750745569347873,2020-01-14,0,1887.1831237165516,8.099591982317124,1759.3664178025208,2470.8555653653266
2020-01-14 15:00:00,15,14,1,14,1,2020,0,1.1738849260624704,2020-01-14,0,2919.440302603544,1.4529460349182282,2766.1857108764066,2414.0212245675098
2020-01-14 16:00:00,16,14,1,14,1,2020,0,5.0090620497367455,2020-01-14,0,2310.5590004396095,5.797421367220489,2137.043577597788,2326.1759291760513
2020-01-14 17:00:00,17,14,1,14,1,2020,0,1.5634193153051752,2020-01-14,0,2830.5137018536775,0.2384504516545023,3065.2288223904357,2552.3262656385364
2020-01-14 18:00:00,18,14,1,14,1,2020,0,-1.4700965577789895,2020-01-14,0,3428.244437625578,1.7762328423241485,2843.1034095553528,2980.1173298746003
2020-01-14 19:00:00,19,14,1,14,1,2020,0,0.44541396600907524,2020-01-14,0,3134.0945236019415,-2.5358781185487542,3786.969583478828,3261.815984457954
2020-01-14 20:00:00,20,14,1,14,1,2020,0,-5.40472384823002,2020-01-14,0,4369.610739241165,-1.1259040104384255,3437.619443089649,3426.6746556611524
2020-01-14 21:00:00,21,14,1,14,1,2020,0,-2.5105125775458874,2020-01-14,0,3582.17555237999,-6.927897776018385,4682.701587528332,5143.059474679184
2020-01-14 22:00:00,22,14,1,14,1,2020,0,-3.4356870439108116,2020-01-14,0,3808.2210536057555,-1.6969406608303528,3489.107906677829,3743.2351167425754
2020-01-14 23:00:00,23,14,1,14,1,2020,0,-2.699236627074601,2020-01-14,0,3504.1754410179014,-2.646615037388413,3600.0723264483504,3932.2316496770495
2020-01-15 00:00:00,0,15,2,15,1,2020,0,-3.016576656017498,2020-01-15,0,3417.04183358692,-2.6589729462307314,3514.912037149189,4400.366277557145
2020-01-15 01:00:00,1,15,2,15,1,2020,0,-3.2891542432263243,2020-01-15,0,3570.928056191122,-6.117673804436258,4230.068942542213,3738.715256622304
2020-01-15 02:00:00,2,15,2,15,1,2020,0,-4.456164391709326,2020-01-15,0,3776.6132141649346,-4.61302320598175,3866.4035101616173,3821.4445303488706
2020-01-15 03:00:00,3,15,2,15,1,2020,0,-6.529652193279053,2020-01-15,0,4260.990601298896,-6.194257658136799,4194.004863741411,3891.131912562059
